SKU,Title,Category,Dataset,SourceImageUrl,LocalImage,SHA256,PairingStatus
PK-DJ-0011,Annibale Colombo Bed,furniture-decor,DummyJSON,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp,/images/products/pk-dj-0011.webp,738b5e45a6926f7580698542684b2394db160b80e37c1b05ac980ffee22f5adc,source-record-paired
PK-DJ-0012,Annibale Colombo Sofa,furniture-decor,DummyJSON,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp,/images/products/pk-dj-0012.webp,def23c724944f4a6c4b5f437cf8f54670911d562a1e06d595d47eee2e10e5dd2,source-record-paired
PK-DJ-0013,Bedside Table African Cherry,furniture-decor,DummyJSON,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp,/images/products/pk-dj-0013.webp,4aad14397bdf875592e1a4c0483b2e92a9288c9c673628cc3716acf5cd2635fb,source-record-paired
PK-DJ-0014,Knoll Saarinen Executive Conference Chair,furniture-decor,DummyJSON,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp,/images/products/pk-dj-0014.webp,fda4b6822d01ca553a5ffea0be18577a2f641fc4836c7858fa0690a37db9477f,source-record-paired
PK-DJ-0015,Wooden Bathroom Sink With Mirror,furniture-decor,DummyJSON,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp,/images/products/pk-dj-0015.webp,2ec3266fe5ca8bc9cccaa1efc9a385ee6b5a0378bf552f93e90ca2d76e30a7d1,source-record-paired
PK-DJ-0016,Apple,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp,/images/products/pk-dj-0016.webp,02c7e6f13252fac7de546c8a895331ca909c7dec2c382208e2f8f6a2492a230a,source-record-paired
PK-DJ-0017,Beef Steak,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp,/images/products/pk-dj-0017.webp,b324b5a581f48766c19d3fbf4ff196c3c12e10cc7163830c242b320799be8e7f,source-record-paired
PK-DJ-0018,Cat Food,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp,/images/products/pk-dj-0018.webp,5839471b04128c9eed9fe82a102b8b15d15f4b32fbc113d78b2aaf5b96b6628b,source-record-paired
PK-DJ-0019,Chicken Meat,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp,/images/products/pk-dj-0019.webp,bd5bbfe1a9de590c452eb1ad1540b036608d398c32dce2b0539f6928a3e3b9e2,source-record-paired
PK-DJ-0020,Cooking Oil,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/cooking-oil/thumbnail.webp,/images/products/pk-dj-0020.webp,a78ebc374f2e805f9d21d1aa04ce8b2c449f1ec80222ad5d83116274c3208d99,source-record-paired
PK-DJ-0021,Cucumber,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp,/images/products/pk-dj-0021.webp,3b2cea4742938d8c052e57912327873fd20084fc52f82fa885ac37886b8d1a7c,source-record-paired
PK-DJ-0022,Dog Food,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp,/images/products/pk-dj-0022.webp,81b8d0d82952954d989ae9cff4cb1d8763db000790ed8bcd091cda6e09a5299b,source-record-paired
PK-DJ-0023,Eggs,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp,/images/products/pk-dj-0023.webp,3d7bacf59d3e5745a2d8b7bd48e87da07453eb6659bc98031243ca90f54e2585,source-record-paired
PK-DJ-0024,Fish Steak,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp,/images/products/pk-dj-0024.webp,fbaf174c3474b35da304c2278dc8896365bb9f9ab5d3b0751b592a1a1ded1275,source-record-paired
PK-DJ-0025,Green Bell Pepper,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/green-bell-pepper/thumbnail.webp,/images/products/pk-dj-0025.webp,904eceda58886ccfffb62e2acb05a19a5236fc2b24f772f717124c89506f8f2e,source-record-paired
PK-DJ-0026,Green Chili Pepper,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/thumbnail.webp,/images/products/pk-dj-0026.webp,89b097a03c1f0d52ae9a0fad1701b2baebd4c8e51488a3d660328956a94b1c20,source-record-paired
PK-DJ-0027,Honey Jar,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp,/images/products/pk-dj-0027.webp,041d36cd60cbfa1d8025cbd31870d3efdd0b6e4174e6a173ebfa524a164fe48a,source-record-paired
PK-DJ-0028,Ice Cream,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp,/images/products/pk-dj-0028.webp,53ddc526ab4717f1ec5c71278b99ea706280fe7bfa91dffc34c1f5e5f89f6d8d,source-record-paired
PK-DJ-0029,Juice,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp,/images/products/pk-dj-0029.webp,254454d56a9e1c164f1ff698f98eab6a675d49052a9e9514aa3775a1add5a7ea,source-record-paired
PK-DJ-0030,Kiwi,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp,/images/products/pk-dj-0030.webp,ca5d9d1c125c8d6d7ab84a947ebd556559008b2c1eaa41b5765cf5ac81dc0dea,source-record-paired
PK-DJ-0031,Lemon,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/lemon/thumbnail.webp,/images/products/pk-dj-0031.webp,4f9fc518dd968c49e2d23b80fd4e57e8108268668a20bac4ff8e98fdbe100baf,source-record-paired
PK-DJ-0032,Milk,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp,/images/products/pk-dj-0032.webp,d1828d20badb75702fbb6bc15caaccbc27338dde2650378beba8626602ae5192,source-record-paired
PK-DJ-0033,Mulberry,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp,/images/products/pk-dj-0033.webp,beb53048476faf0b7ebcd1fac9889fc7721886acdc51dc4af22b47eaec99f863,source-record-paired
PK-DJ-0034,Nescafe Coffee,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/thumbnail.webp,/images/products/pk-dj-0034.webp,87ccb96b85bd989d837a256df10d74ba3087a203eae35f9c253b2564b29e1585,source-record-paired
PK-DJ-0035,Potatoes,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/potatoes/thumbnail.webp,/images/products/pk-dj-0035.webp,762c23281ed1f719225f8034cf8b21a4d74c0fb0a62f39b5afff3b98d8f61e13,source-record-paired
PK-DJ-0036,Protein Powder,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp,/images/products/pk-dj-0036.webp,c2ab2b6424773454d939b3c66527676595662827245c4b65472fc629ca0ad562,source-record-paired
PK-DJ-0037,Red Onions,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp,/images/products/pk-dj-0037.webp,ea9009ffe0bc7b4cf0f8dabce404dcf7ff7b754fe1d45be7a1728ec3d07f5d38,source-record-paired
PK-DJ-0038,Rice,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp,/images/products/pk-dj-0038.webp,6fa861cdbacd87aa341c39c05a1131254fab39fa317385f2314372553fad829f,source-record-paired
PK-DJ-0039,Soft Drinks,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp,/images/products/pk-dj-0039.webp,4d0ef32637abbeb5c4926e3bcdc90f67bbece01aa2cccf79436b8455d240dc73,source-record-paired
PK-DJ-0040,Strawberry,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/strawberry/thumbnail.webp,/images/products/pk-dj-0040.webp,fa8891a21613d961209652198528e2efd90dcf5f2c24c20b8b1fbf1629c265ad,source-record-paired
PK-DJ-0041,Tissue Paper Box,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp,/images/products/pk-dj-0041.webp,e0e3d9be7c253b8653233981174c322bd840a081367f5040647fa56158dfce9f,source-record-paired
PK-DJ-0042,Water,grocery-beverages,DummyJSON,https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp,/images/products/pk-dj-0042.webp,05165b3871ae603d9125e2125bcaca1c930e46e6eea64ff41bfa14a285f5c602,source-record-paired
PK-DJ-0043,Decoration Swing,home-living,DummyJSON,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp,/images/products/pk-dj-0043.webp,2ac481a42bea2696285b49163305ccfe6453d237c2854960c9d7c292df09380c,source-record-paired
PK-DJ-0044,Family Tree Photo Frame,home-living,DummyJSON,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp,/images/products/pk-dj-0044.webp,9ea96ba10bd9f4998a06e13a5c78a59457e741e016e13a4bcc05966beaaeee54,source-record-paired
PK-DJ-0045,House Showpiece Plant,home-living,DummyJSON,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp,/images/products/pk-dj-0045.webp,2fb674e976936758ba8359924fc55e3618c5c6e9cdd625d4b98d51389c904d55,source-record-paired
PK-DJ-0046,Plant Pot,home-living,DummyJSON,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp,/images/products/pk-dj-0046.webp,8babea6eddd8f1b91cad7a9174c71a4f78538d61823b529f79947e533ae3b96e,source-record-paired
PK-DJ-0047,Table Lamp,home-living,DummyJSON,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp,/images/products/pk-dj-0047.webp,406f4fa7eceefe58b62bf4b97589a6c69f714dfb06e578aa07a7bf4129351781,source-record-paired
PK-DJ-0048,Bamboo Spatula,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp,/images/products/pk-dj-0048.webp,5e2e29772e6544c35397918c3401b758c55a4c2b0072e7618b9c8b9aab5f49ae,source-record-paired
PK-DJ-0049,Black Aluminium Cup,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,/images/products/pk-dj-0049.webp,8f99c53e7e48573784e0399a7de16ad7c38e7604dfe7272f90a88b81bf451e5b,source-record-paired
PK-DJ-0050,Black Whisk,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp,/images/products/pk-dj-0050.webp,bcc1b3eba6eb12f3c3b2a9752b0469b74f5de13c14d8d2d78aa63ab62e4f7a45,source-record-paired
PK-DJ-0051,Boxed Blender,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp,/images/products/pk-dj-0051.webp,778ba2b28b68b3a34035d4efb24743eb8a2194bf29364a61a5c4ca453fbe9b25,source-record-paired
PK-DJ-0052,Carbon Steel Wok,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp,/images/products/pk-dj-0052.webp,5c5c6ee617bf988b93c19b79d39c3b0f15a32aa8c52e3297512659bcbaa02a4d,source-record-paired
PK-DJ-0053,Chopping Board,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp,/images/products/pk-dj-0053.webp,f1d8d6d8368319bf72fe6df9f79fbd2780592cca8fc1a696c879689ad0d47d85,source-record-paired
PK-DJ-0054,Citrus Squeezer Yellow,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp,/images/products/pk-dj-0054.webp,b429041b45913204eaf12fde811b22c5bdce962cac144361b619aea0daf439b6,source-record-paired
PK-DJ-0055,Egg Slicer,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp,/images/products/pk-dj-0055.webp,bd20fbb26d00da37d55ad1324106afb1b59ce710fe8dafa1a074a424791c0c25,source-record-paired
PK-DJ-0056,Electric Stove,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp,/images/products/pk-dj-0056.webp,b0a0789bfb3943ea69006af8173f6bd5f900cd5feeac6ebfd2c5382edab85689,source-record-paired
PK-DJ-0057,Fine Mesh Strainer,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp,/images/products/pk-dj-0057.webp,1fcc5a3e81e0a156e54ba0eff429174ff2c3d3a38188c464398d99202ab50ce6,source-record-paired
PK-DJ-0058,Fork,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp,/images/products/pk-dj-0058.webp,2391f29a5f4eee61ded4bfd4ecb33f8e035947c5d734a667888af8efb4b9cbe9,source-record-paired
PK-DJ-0059,Glass,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp,/images/products/pk-dj-0059.webp,347214f0ecb54392e13afc190646b00da0b3434e5758f6462738086d8ac411ae,source-record-paired
PK-DJ-0060,Grater Black,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp,/images/products/pk-dj-0060.webp,f0ffc8be19e887c961d4c56e8ed1eb1b3d6e0a9f8032ab3c585ebbafb6ee2f22,source-record-paired
PK-DJ-0061,Hand Blender,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp,/images/products/pk-dj-0061.webp,294b44db34eacd3273024167dbe10a9e1c335392babd3b3b3a25299391395955,source-record-paired
PK-DJ-0062,Ice Cube Tray,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/thumbnail.webp,/images/products/pk-dj-0062.webp,02658411479df153b1751a9460dcf87bf91b332a5b8d3ec207d68abc1747d114,source-record-paired
PK-DJ-0063,Kitchen Sieve,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp,/images/products/pk-dj-0063.webp,c4d6146a7c1acaa7dd750d296678202e288d32b4bf1690ce7e9c3bac0643097d,source-record-paired
PK-DJ-0064,Knife,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp,/images/products/pk-dj-0064.webp,d3dc5f9a92ca14dc208eb4b254748b9f8a178eabf30fbb29346836be2d5081b4,source-record-paired
PK-DJ-0065,Lunch Box,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp,/images/products/pk-dj-0065.webp,32fd0a6eeae67e3a303066337c20cd5cac367dd164c3e2d7318aaebea302e4f1,source-record-paired
PK-DJ-0066,Microwave Oven,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp,/images/products/pk-dj-0066.webp,281377816ce6d5f583352d5cadbe9d94be7bb8be166312dd929848271119b128,source-record-paired
PK-DJ-0067,Mug Tree Stand,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,/images/products/pk-dj-0067.webp,e484d8c6e0ef8deb06ef0a8207fb365b6e124d9587963efe81e1c67a0cfcbdf9,source-record-paired
PK-DJ-0068,Pan,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp,/images/products/pk-dj-0068.webp,a0ba7a44c47704db8705b4916ac14d6ada4885515d1e6000425eb47ec9b423e5,source-record-paired
PK-DJ-0069,Plate,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp,/images/products/pk-dj-0069.webp,02a85b289a7afacf945cb73a1162f5ae3f408190ddfe02684ae89bdfee1ea50a,source-record-paired
PK-DJ-0070,Red Tongs,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/thumbnail.webp,/images/products/pk-dj-0070.webp,543efed3bf934a3fcb9ee19ac5f1185e7712cde627fc3fae0b644d7056592a85,source-record-paired
PK-DJ-0071,Silver Pot With Glass Cap,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp,/images/products/pk-dj-0071.webp,9df9636a2f3b6f823d2473a9f1b472abb8ed038b4815987c7f2c5778850b9d58,source-record-paired
PK-DJ-0072,Slotted Turner,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp,/images/products/pk-dj-0072.webp,c04abf7bbb6f32b8eb7711070c4b5b299d6bc2994936ad79a941d4c5a21cfebc,source-record-paired
PK-DJ-0073,Spice Rack,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp,/images/products/pk-dj-0073.webp,36af7ac78b56d9b0b731e40c1f2e580cfe5dd43d494f4e026bd91aee0922c264,source-record-paired
PK-DJ-0074,Spoon,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp,/images/products/pk-dj-0074.webp,a060f105341633b206f5ba9ad204ade24054b642ce085c4a907d5607e5553c01,source-record-paired
PK-DJ-0075,Tray,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp,/images/products/pk-dj-0075.webp,a655162c4ea46d62d14b9462dbbd0edfe22f51c456f3a55e5d46969303a7fa3d,source-record-paired
PK-DJ-0076,Wooden Rolling Pin,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/thumbnail.webp,/images/products/pk-dj-0076.webp,1d0797028033c2af3b940e41938e35ac5ce8895df7f46c509785e9eaf22fab8a,source-record-paired
PK-DJ-0077,Yellow Peeler,kitchen-appliances,DummyJSON,https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp,/images/products/pk-dj-0077.webp,e901a74034f1941d2b3c3bfd27e58b7d2b2fdfca9dcfb4526e9f47170cdd9e4a,source-record-paired
PK-DJ-0078,Apple MacBook Pro 14 Inch Space Grey,laptops-computers,DummyJSON,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp,/images/products/pk-dj-0078.webp,8b4d630a08b298261d78250869e1655f7f27954f90cd3c7d280200e170ddd09d,source-record-paired
PK-DJ-0079,Asus Zenbook Pro Dual Screen Laptop,laptops-computers,DummyJSON,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp,/images/products/pk-dj-0079.webp,b011e6f53f5900f1c2872a421813bc14ebf532beabe6d4e899b19dc7f75c548d,source-record-paired
PK-DJ-0080,Huawei Matebook X Pro,laptops-computers,DummyJSON,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp,/images/products/pk-dj-0080.webp,bb4a86436c7ea0f2090dfbd9d3444dd1aefda1255a8697bdf885a4009ea1b355,source-record-paired
PK-DJ-0081,Lenovo Yoga 920,laptops-computers,DummyJSON,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp,/images/products/pk-dj-0081.webp,f231a5fa5836b7f5aad23f69aac107e40a1886690766926464fa7eb5acaae3e9,source-record-paired
PK-DJ-0082,New DELL XPS 13 9300 Laptop,laptops-computers,DummyJSON,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp,/images/products/pk-dj-0082.webp,19cd30bfea02e82042411b2299fc63d2f91be2a8757f70b381d3695dc34cafff,source-record-paired
PK-DJ-0083,Blue & Black Check Shirt,mens-fashion,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp,/images/products/pk-dj-0083.webp,03a41dbaa1582b0566804d86074bc29ffeafefaaedb8aafb99dea01f4d97fe91,source-record-paired
PK-DJ-0084,Gigabyte Aorus Men Tshirt,mens-fashion,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp,/images/products/pk-dj-0084.webp,6891c1ab60d02c7bfd988ae5bcd506f3e18a61583291ea27188d911ce8044026,source-record-paired
PK-DJ-0085,Man Plaid Shirt,mens-fashion,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp,/images/products/pk-dj-0085.webp,84634cec57b8b290c4ad588258d7c322cac3ea4b15e71889e37f24dd23fba059,source-record-paired
PK-DJ-0086,Man Short Sleeve Shirt,mens-fashion,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/thumbnail.webp,/images/products/pk-dj-0086.webp,a175065ee46d3863526e2b96de8e2d30805f63f4efcf6a165c638522b94aea9e,source-record-paired
PK-DJ-0087,Men Check Shirt,mens-fashion,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp,/images/products/pk-dj-0087.webp,d919ea59573d53b5008d989cc4780a6675253c7dc7c3de3409ed14a539b7e829,source-record-paired
PK-DJ-0088,Nike Air Jordan 1 Red And Black,shoes-footwear,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp,/images/products/pk-dj-0088.webp,9a292e2cdbc216429a22d66dff644b21069c5d482b17ac39b16afd01d6957598,source-record-paired
PK-DJ-0089,Nike Baseball Cleats,shoes-footwear,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/thumbnail.webp,/images/products/pk-dj-0089.webp,ab09a5b4b1b19f649103a2243c6660643f7c019b858f570ed0287754318e7ac1,source-record-paired
PK-DJ-0090,Puma Future Rider Trainers,shoes-footwear,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp,/images/products/pk-dj-0090.webp,ee6e9b751f62e2f8a6561ae39e3d1a919a5fe46f9687ccb52af8600b5333bb0b,source-record-paired
PK-DJ-0091,Sports Sneakers Off White & Red,shoes-footwear,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/thumbnail.webp,/images/products/pk-dj-0091.webp,0614737baee8d7d8ac88d4f4231b9f8c83972b826a2f82999f6be3e1719b9ea0,source-record-paired
PK-DJ-0092,Sports Sneakers Off White Red,shoes-footwear,DummyJSON,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp,/images/products/pk-dj-0092.webp,e3fce716cbcb6854dd568d2e4af880fb2a671f3db71517fb89bdd5aac35d404a,source-record-paired
PK-DJ-0093,Brown Leather Belt Watch,watches-jewellery,DummyJSON,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp,/images/products/pk-dj-0093.webp,fc1afaba60ef46a55f5fecc84913abf90aee6ab0da664023702d02fb7c4ae27b,source-record-paired
PK-DJ-0094,Longines Master Collection,watches-jewellery,DummyJSON,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp,/images/products/pk-dj-0094.webp,4f5c6ce92da62e81123dc0ca51c1bb79897d9169fb801b6f1be45443ccef6d21,source-record-paired
PK-DJ-0095,Rolex Cellini Date Black Dial,watches-jewellery,DummyJSON,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp,/images/products/pk-dj-0095.webp,e8d7fee2be285260aa7f7a625f93091deebf6b9bc8b18b941b39fefe9cd23a4c,source-record-paired
PK-DJ-0096,Rolex Cellini Moonphase,watches-jewellery,DummyJSON,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp,/images/products/pk-dj-0096.webp,8f3975654d2df6e0c021f7fda771031cd54a9052864eef83b550190dce1daa83,source-record-paired
